show_id,type,title,director,cast,country,date_added,release_year,age_rating,movie_runtime,genre,IMDB Rating,description
s5657,Movie,7:19,Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",Mexico,23-Dec-16,2016,TV-MA,93 min,"Dramas, International Movies",6.4,"After a devastating earthquake hits Mexico City, trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive."
s4278,Movie,23:59,Gilbert Chan,"Tedd Chan, Stella Chung, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim",Singapore,20-Dec-18,2011,R,78 min,"Horror Movies, International Movies",,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
s5959,Movie,9,Shane Acker,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau, Fred Tatasciore, Alan Oppenheimer, Tom Kane",United States,16-Nov-17,2009,PG-13,80 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",,"In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group."
s5960,Movie,21,Robert Luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",United States,1-Jan-20,2008,PG-13,123 min,Dramas,6.7,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.
tm169719,Movie,42,,,['US'],,2013,PG-13,128 min,"['drama', 'sport']",7.1,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show."
tm473502,Movie,83,,,['IN'],,2021,,163 min,"['drama', 'history', 'sport']",6.8,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies."
s2444,Movie,122,Yasir Al Yasiri,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",Egypt,1-Jun-20,2019,TV-MA/R,95 min,"Horror Movies, International Movies",5.9,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them."
s5961,Movie,187,Kevin Reynolds,"Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr., Tony Plana",United States,1-Nov-19,1997,R,119 min,Dramas,,"After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment."
s859,Movie,678,Mohamed Diab,"Maged El-Kidwani, Bassem Samra, Ahmed El Fishawy, Nelly Kariem, Boshra, Nahed El Sebaï, Marwa Mehran, Sawsan Badr, Omar El Saeed, Moataz Al-Demerdash",,20-May-21,2009,TV-14,99 min,"Dramas, Independent Movies, International Movies",,"This film sheds light on sexual harassment in Egypt, following the lives of three women from different social classes who have been subjected to it."
s5962,Movie,706,Shravan Kumar,"Divya Dutta, Atul Kulkarni, Mohan Agashe, Anupam Shyam, Raayo S. Bakhirta, Yashvit Sancheti, Greeva Kansara, Archan Trivedi, Rajiv Pathak",India,1-Apr-19,2019,TV-14,118 min,"Horror Movies, International Movies",,"When a doctor goes missing, his psychiatrist wife treats the bizarre medical condition of a psychic patient, who knows much more than he's leading on."
s5963,Movie,1920,Vikram Bhatt,"Rajneesh Duggal, Adah Sharma, Indraneil Sengupta, Anjori Alagh, Rajendranath Zutshi, Vipin Sharma, Amin Hajee, Shri Vallabh Vyas",India,15-Dec-17,2008,TV-MA,143 min,"Horror Movies, International Movies, Thrillers",,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.
s5208,Movie,1922,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,20-Oct-17,2017,TV-MA,103 min,"Dramas, Thrillers",5.9,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella."
s1114,Movie,2012,Roland Emmerich,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",United States,1-Apr-21,2009,PG-13,158 min,"Action & Adventure, Sci-Fi & Fantasy",,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos."
s4052,Movie,"2,215",Nottapon Boonprakob,Artiwara Kongmalai,Thailand,1-Mar-19,2018,TV-MA,89 min,"Documentaries, International Movies, Sports Movies",,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
s2799,Movie,3022,John Suits,"Omar Epps, Kate Walsh, Miranda Cosgrove, Angus Macfadyen, Jorja Fox, Enver Gjokaj, Haaz Sleiman",United States,19-Mar-20,2019,R,91 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers",,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds."
tm1011248,Movie,30-Mar,,,[],,2021,,99 min,"['drama', 'thriller', 'crime']",,"Ali, the fugitive from a murder he does not even know whether he committed it or not, sets out to uncover truth with the help of his friend, the lawyer and his neighbor. Over time, he finds himself embroiled in cases much more dangerous than he imagined, making him on the verge of insanity or murder."
s4523,Movie,22-Jul,Paul Greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States",10-Oct-18,2018,R,144 min,"Dramas, Thrillers",7.2,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story."
s3963,Movie,15-Aug,Swapnaneel Jayakar,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,29-Mar-19,2019,TV-14,124 min,"Comedies, Dramas, Independent Movies",7,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy."
s5964,Movie,1-Oct,Kunle Afolayan,"Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin",Nigeria,1-Sep-19,2014,TV-14,149 min,"Dramas, International Movies, Thrillers",6.2,"Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women."
s2037,Movie,#Alive,Cho Il,"Yoo Ah-in, Park Shin-hye",South Korea,8-Sep-20,2020,TV-MA,99 min,"Horror Movies, International Movies, Thrillers",7.3,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out."
s2305,Movie,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto","Helen Mirren, Gengher Gatti",Italy,1-Jul-20,2019,TV-14,95 min,"Documentaries, International Movies",6.9,"Through her diary, Anne Frank's story is retold alongside those of five Holocaust survivors in this poignant documentary from Oscar winner Helen Mirren."
s5973,Movie,#cats_the_mewvie,Michael Margolis,,Canada,5-Feb-20,2020,TV-14,90 min,"Documentaries, International Movies",,"This pawesome documentary explores how our feline friends became online icons, from the earliest text memes to the rise of celebrity cat influencers."
tm257629,Movie,#FollowFriday,,,['US'],,2016,,90 min,['thriller'],3.6,Students and Faculty on a college campus are targeted by a killer using social media.
s2482,Movie,#FriendButMarried,Rako Prijanto,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,21-May-20,2018,TV-G,102 min,"Dramas, International Movies, Romantic Movies",6.8,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married."
s2325,Movie,#FriendButMarried 2,Rako Prijanto,"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",Indonesia,28-Jun-20,2020,TV-G,104 min,"Dramas, International Movies, Romantic Movies",7.5,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage."
s5278,Movie,#realityhigh,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,8-Sep-17,2017,TV-14,99 min,Comedies,6.4,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity."
s5974,Movie,#Roxy,Michael Kennedy,"Jake Short, Sarah Fisher, Booboo Stewart, Danny Trejo, Pippa Mackie, Jake Smith, Patricia Zentilli, Carter Thicke",Canada,10-Apr-19,2018,TV-14,105 min,"Comedies, Romantic Movies",,A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with.
s5696,Movie,#Rucker50,Robert McCullough Jr.,,United States,1-Dec-16,2016,TV-PG,56 min,"Documentaries, Sports Movies",3.7,This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.
s655,Movie,#Selfie,Cristina Jacob,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Sali Levent, Vlad Logigan, Alex Călin, Alina Chivulescu, Răzvan Vasilescu",Romania,21-Jun-21,2014,TV-MA,125 min,"Comedies, Dramas, International Movies",,"Two days before their final exams, three teen girls make a seaside getaway to have the time of their lives."
s656,Movie,#Selfie 69,Cristina Jacob,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Călin, Vlad Logigan, Sali Levent, Silvia Busuioc, Mihaela Mihut",Romania,21-Jun-21,2016,TV-MA,119 min,"Comedies, Dramas, International Movies",,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days."
s5972,Movie,(T)ERROR,"Lyric R. Cabral, David Felix Sutcliffe",,United States,30-Jun-16,2015,NR,84 min,Documentaries,,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.
s5980,Movie,1 Chance 2 Dance,Adam Deyoe,"Lexi Giovagnoli, Justin Ray, Rae Latt, Poonam Basu, Teresa Biter, Kalilah Harris, Alexia Dox, Adam Powell, Sean McBride",United States,1-Jul-17,2014,TV-PG,89 min,"Dramas, Romantic Movies",,"When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream."
s5981,Movie,1 Mile to You,Leif Tilden,"Billy Crudup, Graham Rogers, Liana Liberato, Stefanie Scott, Tim Roth, Melanie Lynskey, Thomas Cocquerel, Peter Coyote",United States,7-Jul-17,2017,TV-14,105 min,"Dramas, Romantic Movies, Sports Movies",,"After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach."
s3393,Movie,10 Days in Sun City,Adze Ugah,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria",18-Oct-19,2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies",,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa."
s5388,Movie,10 jours en or,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,1-Jul-17,2012,TV-14,97 min,"Comedies, Dramas, International Movies",5.3,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives."
s5982,Movie,"10,000 B.C.",Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif","United States, South Africa",1-Jun-19,2008,PG-13,109 min,Action & Adventure,,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.
s5983,Movie,100 Days Of Solitude,,,Spain,6-Jul-18,2018,TV-MA,93 min,"Documentaries, International Movies",,"Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings."
s5578,Movie,100 Meters,Marcel Barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",10-Mar-17,2016,TV-MA,109 min,"Dramas, International Movies, Sports Movies",7.5,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help."
s3315,Movie,100 Things to do Before High School,,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",United States,2-Nov-19,2014,TV-Y,44 min,Movies,,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years."
tm132675,Movie,100 Things to Do Before High School,,,['US'],,2014,,44 min,[],,"With the pressures of high school in their near future, CJ and her two best friends decide to embark on a series of middle school adventures while they can still take risks and have fun."
s5984,Movie,100 Years: One Woman's Fight for Justice,Melinda Janko,,United States,20-Mar-18,2016,TV-14,75 min,Documentaries,,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.
s1434,Movie,100% Halal,Jastis Arimba,"Anisa Rahma, Ariyo Wahab, Anandito Dwis, Fitria Rasyidi, Arafah Rianti, Kinaryosih",Indonesia,7-Jan-21,2020,TV-14,101 min,"Dramas, International Movies",,"After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid."
tm1013111,Movie,1000 Miles from Christmas,,,['ES'],,2021,,102 min,"['comedy', 'romance', 'family', 'fantasy']",6.3,"A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit."
s5697,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,1-Dec-16,2014,TV-14,89 min,"Dramas, International Movies",,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
tm1172600,Movie,11M,,,['ES'],,2022,,92 min,['documentation'],6.1,"Survivors and insiders recount March 11, 2004's terrorist attack on Madrid, including the political crisis it ignited and the hunt for the perpetrators."
s5986,Movie,12 ROUND GUN,Sam Upton,"Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone",United States,14-Mar-19,2017,TV-MA,90 min,"Dramas, Independent Movies, Sports Movies",,"Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch."
s5988,Movie,13 Cameras,Victor Zarcoff,"PJ McCabe, Brianne Moncrief, Sarah Baldwin, Jim Cummings, Heidi Niedermeyer, Neville Archambault",United States,13-Aug-16,2015,NR,90 min,"Horror Movies, Independent Movies, Thrillers",,"Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras."
s5989,Movie,13 Sins,Daniel Stamm,"Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince",United States,13-Jan-19,2014,R,93 min,"Horror Movies, Thrillers",,"A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake."
tm1137797,Movie,137 Shots,,,[],,2021,R,104 min,"['crime', 'documentation']",7.1,"In this documentary, law enforcement faces scrutiny as Americans demand justice after police violence claims multiple Black lives in Cleveland."
s5758,Movie,13TH,Ava DuVernay,,United States,7-Oct-16,2016,TV-MA,101 min,Documentaries,8,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom."
s5990,Movie,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,,"Oprah Winfrey, Ava DuVernay",,26-Jan-17,2017,,37 min,Movies,,"Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system."
s5991,Movie,14 Blades,Daniel Lee,"Donnie Yen, Zhao Wei, Wu Chun, Law Kar-Ying, Kate Tsui, Yuwu Qi, Wu Ma, Chen Kuan Tai, Sammo Kam-Bo Hung, Chen Zhi Hui, Damian Lau, Xiang Dong Xu","Hong Kong, China, Singapore",3-Apr-19,2010,R,113 min,"Action & Adventure, International Movies",,"In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed."
s5992,Movie,14 Cameras,"Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",United States,27-Oct-18,2018,TV-MA,89 min,"Horror Movies, Thrillers",,"Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy."
s4136,Movie,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",,United States,1-Feb-19,2016,TV-MA,84 min,Documentaries,,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
tm1119272,Movie,14 Peaks: Nothing Is Impossible,,,['US'],,2021,,101 min,"['documentation', 'sport']",7.5,"In 2019, Nepalese mountain climber Nirmal “Nims” Purja set out to do the unthinkable by climbing the world’s fourteen highest summits in less than seven months. (The previous record was eight years). He called the effort “Project Possible 14/7” and saw it as a way to inspire others to strive for greater heights in any pursuit. The film follows his team as they seek to defy naysayers and push the limits of human endurance."
s5993,Movie,16 Blocks,Richard Donner,"Bruce Willis, Mos Def, David Morse, Jenna Stern, Cylk Cozart, Casey Sander, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz","United States, Germany",1-Nov-19,2006,PG-13,102 min,Action & Adventure,,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive."
s5994,Movie,17 Again,Burr Steers,"Zac Efron, Leslie Mann, Matthew Perry, Thomas Lennon, Michelle Trachtenberg, Melora Hardin, Sterling Knight, Hunter Parrish, Nicole Sullivan, Allison Miller",United States,1-Jan-21,2009,PG-13,102 min,Comedies,,"Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again."
tm843938,Movie,18 Presents,,,['IT'],,2020,,114 min,"['fantasy', 'drama', 'european']",7.5,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year."
s5444,Movie,1898: Our Last Men in the Philippines,Salvador Calvo,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,2-Jun-17,2016,R,130 min,"Dramas, International Movies",6.5,"While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents."
s5995,Movie,1BR,David Marmor,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",United States,23-Aug-20,2019,TV-MA,90 min,"Horror Movies, Independent Movies, Thrillers",6.2,"Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community."
s5996,Movie,1st Summoning,Raymond Wood,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",United States,26-Jul-19,2018,TV-MA,94 min,"Horror Movies, Independent Movies",,"Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think."
s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",France,28-Aug-21,2008,TV-MA,97 min,"Comedies, International Movies",5.1,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth."
s775,Movie,2 Hearts,Lance Hool,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,2-Jun-21,2020,PG-13,101 min,"Dramas, Faith & Spirituality, Romantic Movies",7.7,"In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story."
s4713,Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,4-Aug-18,2014,TV-PG,143 min,"Comedies, Dramas, International Movies",6.6,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences."
s439,Movie,2 Weeks in Lagos,Kathryn Fasegha,"Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",,16-Jul-21,2020,TV-PG,107 min,"Dramas, International Movies, Romantic Movies",,A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.
s5997,Movie,20 Feet From Stardom,Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",United States,22-Sep-18,2013,PG-13,91 min,"Documentaries, Music & Musicals",,"Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support."
s5998,Movie,2015 Dream Concert,,"4Minute, B1A4, BtoB, ELSIE, EXID, EXO, Got7, INFINITE, KARA, Shinee, Sistar, VIXX, Nine Muses, BTS, Secret, Topp Dogg",South Korea,28-Apr-17,2015,TV-PG,107 min,"International Movies, Music & Musicals",,"The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium."
s5999,Movie,2036 Origin Unknown,Hasraf Dulull,"Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters",United Kingdom,20-Dec-18,2018,TV-14,95 min,Sci-Fi & Fantasy,,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery."
s6000,Movie,20th Century Women,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",United States,28-Jun-19,2016,R,119 min,"Dramas, Independent Movies",,"In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him."
s6001,Movie,21 & Over,"Jon Lucas, Scott Moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",United States,16-Apr-19,2013,R,93 min,Comedies,,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.
tm431321,Movie,21 Bridges,,,['US'],,2019,R,99 min,"['action', 'drama', 'crime', 'thriller']",6.8,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him."
s6003,Movie,2307: Winter's Dream,Joey Curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",United States,1-Mar-18,2016,TV-MA,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",,"In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion."
s6004,Movie,24 Hours to Live,Brian Smrz,"Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham","South Africa, China, United States",7-Apr-18,2017,R,93 min,Action & Adventure,,"Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself."
s4557,Movie,25 Kille,Simranjit Singh Hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,1-Oct-18,2016,TV-14,140 min,"Action & Adventure, Dramas, International Movies",,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over."
s5236,Movie,26 Years,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,1-Oct-17,2012,TV-MA,135 min,"Dramas, International Movies, Thrillers",7,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator."
tm435327,Movie,27 Steps of May,,,['ID'],,2019,,112 min,['drama'],8.6,"Eight years ago, 14 year old May was raped by a group of men. May’s father is devastated, blaming himself for not being able to keep his daughter safe. Traumatized significantly by this incident, May withdraws completely from life."
s6005,Movie,"27, el club de los malditos",Nicanor Loreti,"Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo",Argentina,1-May-18,2018,TV-MA,82 min,"Action & Adventure, Comedies, International Movies",,"After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27."
s6006,Movie,27: Gone Too Soon,Simon Napier-Bell,"Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain",United Kingdom,1-May-18,2017,TV-MA,70 min,Documentaries,,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse."
s6007,Movie,28 Days,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste",United States,30-Sep-20,2000,PG-13,104 min,"Comedies, Dramas",,"After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook."
s1609,Movie,3 Days to Kill,McG,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney","United States, France, Serbia",1-Dec-20,2014,PG-13,117 min,Action & Adventure,,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.
