show_id,type,title,director,cast,country,date_added,release_year,age_rating,movie_runtime,genre,IMDB Rating,description
s7915,Movie,Sacro GRA,Gianfranco Rosi,,"Italy, France",21-Mar-17,2013,TV-MA,91 min,"Documentaries, International Movies",,"Italian filmmaker Gianfranco Rosi turns his eye to his own country, roaming and filming for over two years in a minivan on Rome's giant ring road."
s4303,Movie,Sad Hill Unearthed,Guillermo de Oliveira,,Spain,15-Dec-18,2017,TV-14,83 min,"Documentaries, International Movies",,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
tm438502,Movie,Sad Hill Unearthed,,,['ES'],,2017,,86 min,"['documentation', 'european']",7,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western “The Good, the Bad and the Ugly,” directed by Sergio Leone in 1966."
s7916,Movie,Sadece Sen,Hakan Yonat,"Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın",Turkey,10-Mar-17,2014,TV-MA,105 min,"Dramas, International Movies, Romantic Movies",,"An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both."
s7917,Movie,Sadie's Last Days on Earth,Michael Seater,"Morgan Taylor Campbell, Clark Backo, Ricardo Hoyos, Munro Chambers, Paula Brancati, Helene Joy, Peter Keleghan, George Stroumboulopoulos, John Ralston, Emilia McCarthy",Canada,22-Aug-17,2016,TV-14,94 min,"Comedies, Sci-Fi & Fantasy",,"High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend."
s7918,Movie,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,31-Dec-19,1983,TV-14,137 min,"Dramas, International Movies, Romantic Movies",,"After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
s7920,Movie,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,India,1-May-17,2016,TV-MA,61 min,"Documentaries, International Movies",,This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
s1241,Movie,Safe Haven,Lasse Hallström,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons, Noah Lomax, Mimi Kirkland",United States,4-Mar-21,2013,PG-13,116 min,"Dramas, Romantic Movies",,"When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
s47,Movie,Safe House,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman","South Africa, United States, Japan",16-Sep-21,2012,R,115 min,Action & Adventure,,Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.
s7921,Movie,Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",United States,13-Aug-20,2012,R,86 min,"Comedies, Independent Movies, Romantic Movies",,"A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him."
s5492,Movie,Sahara,Pierre Coré,"Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball","France, Canada",12-May-17,2017,TV-Y7,86 min,Children & Family Movies,,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission."
tm270987,Movie,Sahara,,,"['FR', 'CA']",,2017,,86 min,"['comedy', 'family', 'romance', 'animation', 'drama', 'european']",5.9,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.
s7922,Movie,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,1-Jan-17,2016,TV-MA,118 min,"Dramas, International Movies",,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata."
s1975,Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,"Irrfan Khan, Jimmy Shergill, Soha Ali Khan, Mahie Gill, Raj Babbar, Deep Raj Rana, Rajiv Gupta, Sitaram Panchal, Rajesh Khera, Mugdha Godse",India,19-Sep-20,2013,TV-MA,139 min,"Dramas, International Movies, Romantic Movies",,Knotty love triangles and nefarious schemes arise when a nobleman’s plans to remarry fall into the cunning hands of his first wife and a vengeful rival.
tm167107,Movie,Saheb Biwi Aur Gangster Returns,,,['IN'],,2013,,142 min,"['drama', 'thriller', 'action', 'crime']",6.8,"The Royal Scandal, the war for power and fight for money continues with the return of Saheb Biwi Aur Gangster. Aditya Pratap Singh (Jimmy Sheirgill) is crippled and is trying to recover from the physical disability and his wifes betrayal. The lover cum seductress Madhavi Devi (Mahie Gill) is now an MLA, her relationship with Aditya may have broken to shambles but her relation with alcohol is deep, dark and daunting. Indarjeet Singh, a ragged prince who has lost everything but his pride, pledges to get back his familys respect which was once destroyed by Adityas ancestors. Ranjana is a modern ambitious girl who is madly in love with Indarjeet Singh (Irrfan Khan). The story takes a new turn when Aditya falls in love with Ranjana and forces Birendra (Raj Babbar) her father, for their marriage. In this game of live chess between Saheb, Biwi and Gangster, the winner, the survivor takes it all."
s7923,Movie,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,1-Apr-18,2016,TV-14,173 min,"Dramas, International Movies, Romantic Movies",,"When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village."
s1530,Movie,Sakaling Maging Tayo,JP Habac,"McCoy De Leon, Elisse Joson, Bembol Roco, Chai Fonacier, Paulo Angeles, Markus Paterson, Milo Elmido Jr.",Philippines,17-Dec-20,2019,TV-14,90 min,"International Movies, Romantic Movies",,"A college student seizes his chance with a crush when an unexpected encounter turns into a night of bold dares, deep confessions and possible romance."
tm450129,Movie,Sakaling Maging Tayo,,,['PH'],,2019,,90 min,"['comedy', 'romance']",8,"Two college freshmen, Pol and Laya, accidentally meet during their last day of school in Baguio City. Laya is about to move back to Manila to escape from her failed romance, while Pol is about to spend a care-free night in a music festival. After witnessing Laya’s breakdown because of her recent heartbreak, Pol gets an idea to make her last night in Baguio fun and memorable."
s7924,Movie,Sakhi,Sanjay Soorkar,"Ashok Saraf, Sonali Kulkarni, Subodh Bhave, Usha Nadkarni, Raghavendra Kadkol, Pushkar Shrotri, Lokesh Gupte, Santosh Juvekar, Jyoti Joshi, Kishor Mahabole",India,15-Feb-18,2007,TV-PG,152 min,"Dramas, International Movies, Music & Musicals",,"Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship."
s5550,Movie,Salaakhen,A. Salaam,"Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir, Anjana Mumtaz, Sajjan, M. Rajan, Mac Mohan, Amrish Puri, Ramesh Deo",India,1-Apr-17,1975,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals",,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond."
s2374,Movie,Saladin,Youssef Chahine,"Ahmad Mazhar, Salah Zo El Faqqar, Nadia Lotfi, Hamdy Gheith, Laila Fawzy, Omar El-Hariri, Laila Taher, Hussein Riad, Mahmoud El Meleigy, Zaki Tolaimat",Egypt,18-Jun-20,1963,TV-MA,194 min,"Action & Adventure, Classic Movies, Dramas",,The Sultan of Egypt and Syria launches a campaign to retake Jerusalem amid the Crusades.
tm27298,Movie,Saladin the Victorious,,,['EG'],,1963,,186 min,"['drama', 'war', 'action', 'history', 'romance']",7.1,"Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade."
s3461,Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,,United States,2-Oct-19,2018,TV-PG,76 min,Documentaries,,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home."
tm478654,Movie,Salam - The First ****** Nobel Laureate,,,['US'],,2018,,75 min,['documentation'],7.3,"""Salam"" is a feature length documentary about the Nobel prize winning Pakistani physicist, Abdus Salam. The film reveals the extraordinary life of the charismatic Abdus Salam, in all its color, vitality and tragedy. It is the story of a man who traversed two worlds with ease: one of science and religion, modernity and tradition, war and peace and obscurity and celebrity. When he won the Nobel prize in 1979, he became the very first Pakistani to achieve this distinction, and only the fourth from the subcontinent. Born in 1926 in a remote village in Punjab, British India, Salam was a child prodigy. He came from humble beginnings, growing up in a small brick house with a large family of eleven. While Salam's legacy looms large in the world of physics, he is largely forgotten in Pakistan because of his faith. Children do not read about him and he is still vilified and maligned by right wing clerics for being a ""Qadiani""-a derogatory term for someone belonging to the Ahmadiyya community. By telling this complex story of a man who due to extremism could not strengthen his people as he so deeply desired, the film draws attention to the state of affairs in the world today, where knowledge is sacrificed at the altar of ignorance and intolerance, depriving the coming generation of all that is precious."
s7925,Movie,Salem: His Sister's Father,Mohamed Hamdy,"Mohamed Ragab, Horeya Farghaly, Ayten Amer, Mohamed Al Shakankeery, Reem Al Baroudi, Badria Tolba, Hesham Ismail, Maher Essam, Hassan Abdulfattah, Aliaa Al-Husseini",Egypt,22-Jun-19,2014,TV-14,99 min,"Dramas, International Movies",,"A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike."
tm29028,Movie,Salt of This Sea,,,"['ES', 'CH', 'PS', 'BE', 'FR']",,2008,,109 min,"['romance', 'drama', 'european']",6.3,"Born in Brooklyn to Palestinian refugee parents, Soraya (Suheir Hammad) decides to journey to the country of her ancestry when she discovers that her grandfather's savings have been frozen in a Jaffa bank account since his 1948 exile. However, she soon finds that her simple plan is a complicated undertaking — one that takes her further from her comfort zone than she'd imagined."
s2170,Movie,Sam Jay: 3 In The Morning,Kristian Mercado,Sam Jay,United States,4-Aug-20,2020,TV-MA,64 min,Stand-Up Comedy,,"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more."
tm918026,Movie,Sam Jay: 3 in the Morning,,,[],,2020,,64 min,['comedy'],6.5,"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more."
s4238,Movie,Sam Kinison: Breaking the Rules,Walter C. Miller,Sam Kinison,United States,31-Dec-18,1987,TV-MA,50 min,Stand-Up Comedy,,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
tm21953,Movie,Sam Kinison: Breaking the Rules,,,['US'],,1987,R,50 min,"['comedy', 'documentation']",7.2,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more."
s4239,Movie,Sam Kinison: Family Entertainment Hour,Walter C. Miller,Sam Kinison,United States,31-Dec-18,1991,TV-MA,49 min,Stand-Up Comedy,,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
tm8687,Movie,Sam Kinison: Family Entertainment Hour,,,['US'],,1991,,49 min,['comedy'],6,"Get ready to scream with laughter! Sam Kinison's primal scream will echo down through the comedy hall of fame summing up so much of modernity's horror and stupidity. This concert was taped at the Wiltern Theatre where Sam was joined with the Randy Hansen Band and a salacious slew of sinuous sirens, including his wife Malika. Join Sam Kinison and guests for a concert guaranteed to make you laugh 'til you cry for more - there's something for every member of the family - Sam Kinison style!"
s4240,Movie,Sam Kinison: Live in Vegas,Walter C. Miller,Sam Kinison,United States,31-Dec-18,1991,TV-MA,71 min,Stand-Up Comedy,,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
tm21911,Movie,Sam Kinison: Live in Vegas,,,['US'],,1991,,72 min,"['comedy', 'music', 'documentation']",6,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison."
s4241,Movie,Sam Kinison: The Scream Continues,,Sam Kinison,United States,31-Dec-18,2016,TV-MA,29 min,Documentaries,,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
tm533845,Movie,Sam Kinison: The Scream Continues,,,['US'],,2016,,29 min,['documentation'],7,"Comedy Dynamics sits down with Sam Kinison's brother, Bill, to set the record straight on the stories surrounding this legendary comedian. Including his classic performances, rare TV appearances and photos, this documentary is not to be missed by any true Sam Kinison fan! Plus, you might be surprised who else you see with Sam. He was one popular guy!"
s850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,,Sam Smith,,22-May-21,2020,TV-G,61 min,"International Movies, Music & Musicals",,"Grammy-winning artist Sam Smith gives an intimate, soulful performance at the iconic Abbey Road Studios featuring songs from their third album and more."
tm1042277,Movie,Sam Smith: Love Goes – Live at Abbey Road Studios,,,['US'],,2021,,61 min,"['documentation', 'music']",8.7,"Grammy-winning artist Sam Smith gives an intimate, soulful and chilling performance at the iconic Abbey Road Studios. This experience features songs from their third album and more."
s7926,Movie,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,15-Sep-18,2017,TV-MA,110 min,"Dramas, International Movies",,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years."
s7927,Movie,Samarppanam,K. Gopinathan,"Virginia Rodriguez, Anil Nedumangad, Santhosh Keezhattoor, Indrans, P. Balachandran, Renji Panicker, Gopalan",India,1-Mar-18,2017,TV-PG,116 min,"Dramas, International Movies",,"When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers."
s172,Movie,Same Kind of Different as Me,Michael Carney,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",United States,1-Sep-21,2017,PG-13,120 min,"Dramas, Faith & Spirituality",,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
s7928,Movie,Sameer Abu Alneel,Amr Arafa,"Ahmed Mekky, Nicole Saba, Mohamed Lotfy, Hussien El Imam, Dina El-Sherbiny, Said Tarabeek, Alaa Morsy, Edward Fouad, Abdalah Mishrif, Youssef Eid",Egypt,6-Jun-19,2013,TV-14,107 min,"Comedies, International Movies",,"Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel."
tm410298,Movie,Samouni Road,,,"['FR', 'IT']",,2018,,129 min,"['documentation', 'animation', 'european']",7.2,"In the rural outskirts of Gaza City a small community of farmers, the Samouni extended family, is about to celebrate a wedding. It's going to be the first celebration since the latest war. Amal, Fuad, their brothers and cousins have lost their parents, their houses and their olive trees. The neighborhood where they live is being rebuilt. As they replant trees and plow fields, they face their most difficult task: piecing together their own memory. Through these young survivors' recollections, Samouni Road conveys a deep, multifaceted portrait of a family before, during and after the tragic event that changed its life forever."
s5797,Movie,Sample This,Dan Forrer,Gene Simmons,United States,15-Sep-16,2012,TV-14,83 min,"Documentaries, Music & Musicals",,"This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it."
tm185736,Movie,SampleThis,,,['US'],,2013,,85 min,"['documentation', 'music']",6.6,"A documentary that reveals how a forgotten record by the Incredible Bongo Band helped cement the foundation of hip hop when DJ Herc extended its percussion by playing them back to back, creating an anthem on the streets of the Bronx."
s7929,Movie,Samson,"Bruce MacDonald, Gabriel Sabloff","Taylor James, Billy Zane, Lindsay Wagner, Caitlin Leahy, Rutger Hauer, Jackson Rathbone, Brandon Auret, Frances Sholto-Douglas, Greg Kriek","South Africa, United States",14-Dec-18,2018,PG-13,109 min,"Action & Adventure, Dramas, Faith & Spirituality",,The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.
s7930,Movie,Samudri Lootere,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",,18-Jun-19,2018,TV-Y,65 min,Children & Family Movies,,The king’s ship has been taken over by seemingly fearless pirates! Can Bheem find the one thing that might scare them away?
s7931,Movie,San Pietro,John Huston,,United States,31-Mar-17,1945,TV-14,32 min,"Classic Movies, Documentaries",,"After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians."
s7932,Movie,Sanai Choughade,Rajeev Patil,"Shreyas Talpade, Subodh Bhave, Sai Tamhankar, Santosh Juvekar, Tushar Dalvi, Bharti Aacharekar",India,1-Jan-18,2008,TV-14,122 min,"Comedies, Dramas, International Movies",,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done."
s5523,Movie,Sand Castle,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",United States,21-Apr-17,2017,TV-MA,113 min,"Action & Adventure, Dramas, Independent Movies",,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system."
tm245176,Movie,Sand Castle,,,"['IQ', 'GB']",,2017,,113 min,"['drama', 'action', 'war']",6.5,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village."
s5677,Movie,Sand Storm,Elite Zexer,"Lamis Ammar, Ruba Blal, Haitham Omari, Khadija Alakel, Jalal Masarwa","Israel, Germany, France",15-Dec-16,2016,TV-PG,88 min,"Dramas, Independent Movies, International Movies",,"When a Bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy."
tm233360,Movie,Sand Storm,,,['IL'],,2017,,87 min,['drama'],6,"A Bedouin village in Northern Israel. When Jalila's husband marries a second woman, Jalila and her daughter's world is shattered, and the women are torn between their commitment to the patriarchal rules and being true to themselves."
s5534,Movie,Sandy Wexler,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",United States,14-Apr-17,2017,TV-14,131 min,Comedies,,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off."
tm266685,Movie,Sandy Wexler,,,['US'],,2017,,130 min,['comedy'],5.5,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off."
s7933,Movie,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,31-Dec-19,1964,TV-14,228 min,"Classic Movies, Dramas, International Movies",,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend."
s430,Movie,Sanitation Day,Seyi Babatope,"Blossom Chukwujekwu, Elozonam Ogbolu, Nse Ikpe-Etim, Belinda Effah, Saeed Mohammed, Chukwuemeka Okoroafor, Kunle Fawole, Chris Okagbue, Adebayo Salami, Charles Inojie, Elvina Ibru, Tobi Bakare",Nigeria,21-Jul-21,2020,TV-14,105 min,"Dramas, International Movies, Thrillers",,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.
tm1005937,Movie,Sanitation Day,,,['NG'],,2020,,104 min,['thriller'],,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.
s4508,Movie,Sanju,Rajkumar Hirani,"Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani",India,15-Oct-18,2018,TV-MA,159 min,"Dramas, International Movies",,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
tm366590,Movie,Sanju,,,"['IN', 'US']",,2018,,161 min,"['drama', 'comedy']",7.4,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.
s8,Movie,Sankofa,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah, Nick Medley, Mutabaruka, Afemo Omilami, Reggie Carter, Mzuri","United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia",24-Sep-21,1993,TV-MA,125 min,"Dramas, Independent Movies, International Movies",,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past."
tm188606,Movie,Sankofa,,,"['GH', 'GB', 'US', 'BF', 'DE']",,1993,,124 min,"['drama', 'european']",6.5,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past."
s1976,Movie,Santa Banta Pvt Ltd,Akashdeep,"Boman Irani, Vir Das, Neha Dhupia, Lisa Haydon, Ram Kapoor, Johny Lever, Vijay Raaz, Tinnu Anand, Sanjay Mishra, Ayub Khan",India,19-Sep-20,2016,TV-14,111 min,"Comedies, International Movies",,"Passed off as spies, two inept pals are sent to Fiji to rescue a kidnapped bureaucrat. Soon enough, they’re creating more problems than they’re solving."
tm246810,Movie,Santa Banta Pvt Ltd,,,['IN'],,2016,,112 min,"['comedy', 'crime', 'drama']",3.8,Two friends and their sweet and endearing misadventures and one of these misadventures sees them land in the middle of a kidnapping investigation.
s7934,Movie,Santa Claws,Glenn Miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",United States,17-Nov-17,2014,TV-PG,86 min,"Children & Family Movies, Comedies",,"When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time."
s3344,Movie,Santa Girl,Blayne Weaver,"Barry Bostwick, Jennifer Stone, Devon Werkheiser, McKayla Witt, Joshua Cody, Hank Stone",United States,1-Nov-19,2019,TV-PG,91 min,"Children & Family Movies, Comedies, Romantic Movies",,"Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College."
s5735,Movie,Santa Pac's Merry Berry Day,Moto Sakakibara,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill, Richard Newman",,1-Nov-16,2016,TV-Y,44 min,Movies,,Pac aims to keep Berry Day the happiest day ever by unraveling a curious mystery about his parents and thwarting Betrayus's plan to capture Santa Pac.
tm319354,Movie,Santa Pac's Merry Berry Day,,,"['JP', 'US', 'CA']",,2016,,44 min,"['action', 'animation', 'comedy']",5.5,"﻿As Pacworlders excitedly decorate for Berry Day, Pac is saddened about missing his parents as he receives a picture ornament of them from his Aunt Spheria.  The teens reminisce of their childhood Berry Day as they enjoy Christmas eggnog.  Since Berry Day is one of the happiest days of the year, Betrayus launches a plan to get rid of the day by capturing Santa Pac and his Round Deer and to possess the gifts and Berry Day decorations. All Pac wants for Berry Day is to see his parents Sunny and Zac and is overjoyed when they arrive. But, his parents tell him they want to see the tree of life in the secret location which is forbidden.  Are these Pac’s real parents or are they a trick from Betrayus and Dr. Slimestein?  Let’s hope Berry Day can be merry after all."
s2088,Movie,Santana,"Chris Roland, Maradona Dias Dos Santos","Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala","South Africa, Angola",28-Aug-20,2020,TV-MA,107 min,"Action & Adventure, International Movies",,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.
tm925186,Movie,Santana,,,"['AO', 'ZA']",,2020,,106 min,"['action', 'drama', 'crime']",5.6,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago. They may kill each other before capturing the bad guys.
s7935,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland",20-Dec-15,2010,TV-G,72 min,Children & Family Movies,,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus."
s4475,Movie,Santo Cachón,,,Colombia,26-Oct-18,2018,TV-14,87 min,"Comedies, International Movies, Romantic Movies",,A man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.
tm440324,Movie,Santo cachón,,,['CO'],,2018,,87 min,['comedy'],6,"Antonio tries to show his friend Carlos that his wife cheats on him. As he tries to make his friends see the truth, a number of different people and funny situations come up."
s1794,Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,"Sarah Cooper, Fred Armisen, Maya Rudolph, Ben Stiller, Megan Thee Stallion, Jane Lynch, Jon Hamm, Aubrey Plaza, Connie Chung, Jordan Black, Tommy Davidson, Helen Mirren, Jonathan Van Ness, Danielle Brooks, Winona Ryder, Marcella Arguello, Eddie Pepitone, Marisa Tomei, Whoopi Goldberg, Tom Kane",United States,27-Oct-20,2020,TV-MA,50 min,Comedies,,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests."
tm947555,Movie,Sarah Cooper: Everything's Fine,,,['US'],,2020,,49 min,['comedy'],5.3,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests."
s5469,Movie,Sarah Silverman A Speck of Dust,Liam Lynch,Sarah Silverman,United States,30-May-17,2017,TV-MA,71 min,Stand-Up Comedy,,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments."
tm323195,Movie,Sarah Silverman: A Speck of Dust,,,['US'],,2017,,71 min,"['comedy', 'documentation']",6.9,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments."
s7936,Movie,Sarah's Key,Gilles Paquet-Brenner,"Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich",France,21-Sep-19,2010,PG-13,102 min,"Dramas, International Movies",,"Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him."
s5634,Movie,Sarajevo,Andreas Prochaska,"Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich von Thun, Juraj Kukura","Austria, Czech Republic",15-Jan-17,2014,TV-PG,98 min,"Dramas, International Movies",,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators."
s4848,Movie,Sara's Notebook,Norberto López Amado,"Belén Rueda, Marian Álvarez, Iván Mendes, Manolo Cardona, Nick Devlin, Florin Opritescu",Spain,26-May-18,2018,TV-MA,117 min,"Dramas, International Movies, Thrillers",,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife."
